Position,Track Name,Artist,Streams,date,region,id
137,Besándote,Piso 21,4020095,2017-08-18--2017-08-25,global,13X0XdLMOdtbXVtAj2ox4h
138,Reggaetón Lento (Bailemos),CNCO,4013756,2017-08-18--2017-08-25,global,3AEZUABDXNtecAOSC1qTfo
139,do re mi (feat. Gucci Mane),blackbear,4000745,2017-08-18--2017-08-25,global,53mrVsi49rLHIaKBiSvElG
140,Me Llamas (feat. Maluma) - Remix,Piso 21,3994202,2017-08-18--2017-08-25,global,5hEM0JchdVzQ5PwvSfITeX
141,Báilame - Remix,Nacho,3967557,2017-08-18--2017-08-25,global,3VClLWqNn80Llv0PJOsKgr
142,Rollin,Calvin Harris,3963395,2017-08-18--2017-08-25,global,0lMbuWUpfTWhEmOKxppEau
143,Thinking out Loud,Ed Sheeran,3911004,2017-08-18--2017-08-25,global,1Slwb6dOYkBlWal1PGtnNg
144,24K Magic,Bruno Mars,3902025,2017-08-18--2017-08-25,global,6b8Be6ljOzmkOmFslEb23P
145,Treat You Better,Shawn Mendes,3874775,2017-08-18--2017-08-25,global,4Hf7WnR761jpxPr5D46Bcd
146,Two High,Moon Taxi,3836009,2017-08-18--2017-08-25,global,3sJHkcxojoJD2Ytbo1yLLF
147,Swish Swish,Katy Perry,3824135,2017-08-18--2017-08-25,global,2kVHAQKVtczchKctctzbtK
148,Starving,Hailee Steinfeld,3786774,2017-08-18--2017-08-25,global,1qOLh0tI7trd1zdDKxYZTe
149,Call On Me - Ryan Riback Extended Remix,Starley,3781238,2017-08-18--2017-08-25,global,78rIJddV4X0HkNAInEcYde
150,Loco Enamorado,Abraham Mateo,3775016,2017-08-18--2017-08-25,global,4N1c5rmWOzRmB9SMacr5wB
151,Why,Sabrina Carpenter,3757197,2017-08-18--2017-08-25,global,2jYmK1cb3Uya6FFsocdpzO
152,4 AM,2 Chainz,3756411,2017-08-18--2017-08-25,global,1nX9KhK3Fff27SnrIor2Yb
153,Ahora Me Llama,KAROL G,3689326,2017-08-18--2017-08-25,global,61HHDBLqF3AmSvLfHKNGd2
154,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,3678599,2017-08-18--2017-08-25,global,6JV2JOEocMgcZxYSZelKcc
155,Side To Side,Ariana Grande,3658020,2017-08-18--2017-08-25,global,4pLwZjInHj3SimIyN9SnOz
156,Love Yourself,Justin Bieber,3637481,2017-08-18--2017-08-25,global,3hB5DgAiMAQ4DzYbsMq1IT
157,Bounce Back,Big Sean,3611550,2017-08-18--2017-08-25,global,0SGkqnVQo9KPytSri1H6cF
158,Tuesday,Burak Yeter,3607183,2017-08-18--2017-08-25,global,7abpmGpF7PGep2rDU68GBR
159,Unforgettable,Thomas Rhett,3601976,2017-08-18--2017-08-25,global,0ZiRSqlSsDlY0UyDYU9CTE
160,You Don't Know Me - Radio Edit,Jax Jones,3544787,2017-08-18--2017-08-25,global,00lNx0OcTJrS3MKHcB80HY
161,In the Name of Love,Martin Garrix,3521462,2017-08-18--2017-08-25,global,04DwTuZ2VBdJCCC5TROn7L
162,Fake Love,Drake,3498296,2017-08-18--2017-08-25,global,343YBumqHu19cGoGARUTsd
163,In the End,Linkin Park,3481849,2017-08-18--2017-08-25,global,60a0Rd6pjrkxjPbaKzXjfq
164,No Complaints,Metro Boomin,3470252,2017-08-18--2017-08-25,global,6kig1UFggPUyZBCvXD3Wod
165,El Farsante,Ozuna,3424880,2017-08-18--2017-08-25,global,2LW4Zu7FcrwjWm3t5Rv3Oq
166,Versace on the Floor,Bruno Mars,3397124,2017-08-18--2017-08-25,global,0kN8xEmgMW9mh7UmDYHlJP
167,Cold Water (feat. Justin Bieber & MØ),Major Lazer,3389548,2017-08-18--2017-08-25,global,6DNtNfH8hXkqOX1sjqmI7p
168,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,3380859,2017-08-18--2017-08-25,global,5Z01UMMf7V1o0MzF86s6WJ
169,Look At Me!,XXXTENTACION,3368246,2017-08-18--2017-08-25,global,4ARPvK8DHLwt4oX65ZAFMw
170,Happier,Ed Sheeran,3333185,2017-08-18--2017-08-25,global,2RttW7RAu5nOAfq6YFvApB
171,do re mi,blackbear,3314333,2017-08-18--2017-08-25,global,3Q3myFA7q4Op95DOpHplaY
172,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,3311966,2017-08-18--2017-08-25,global,17Fd6Yb7mSbinKG8LoWfFl
173,Swang,Rae Sremmurd,3309637,2017-08-18--2017-08-25,global,6mapJIPnQ23RTAevUoE0DL
174,Sun Comes Up (feat. James Arthur),Rudimental,3304099,2017-08-18--2017-08-25,global,6SUocL0caib4mLHe8ZrZzi
175,White Iverson,Post Malone,3297934,2017-08-18--2017-08-25,global,6eT7xZZlB2mwyzJ2sUKG6w
176,Faded,Alan Walker,3286572,2017-08-18--2017-08-25,global,7gHs73wELdeycvS48JfIos
177,Mercy,Shawn Mendes,3282912,2017-08-18--2017-08-25,global,4TZy1wLyHec06pwgFYDh1a
178,T-Shirt,Migos,3282835,2017-08-18--2017-08-25,global,7KOlJ92bu51cltsD9KU5I7
179,Roll In Peace (feat. XXXTENTACION),Kodak Black,3255929,2017-08-18--2017-08-25,global,40oKW22ZNNkEdZLJTScaQI
180,Bebe (feat. Anuel AA),Ozuna,3244975,2017-08-18--2017-08-25,global,6SIrNxmmdbv1KUbFBu1PaN
181,Go Flex,Post Malone,3218991,2017-08-18--2017-08-25,global,5yuShbu70mtHXY0yLzCQLQ
182,Boys,Charli XCX,3182689,2017-08-18--2017-08-25,global,5o4yGlG0PfeVUa6ClIyOxq
183,The Night We Met,Lord Huron,3164069,2017-08-18--2017-08-25,global,6mORGLOz79w6VsCRLWYYuK
184,Portland,Drake,3150833,2017-08-18--2017-08-25,global,2bjwRfXMk4uRgOD9IBYl9h
185,The Scientist,Coldplay,3150001,2017-08-18--2017-08-25,global,75JFxkI2RXiU7L9VXzMkle
186,Cheap Thrills,Sia,3137199,2017-08-18--2017-08-25,global,27SdWb2rFzO6GWiYDBTD9j
187,Heathens,Twenty One Pilots,3127272,2017-08-18--2017-08-25,global,6i0V12jOa3mr6uu4WYhUBr
188,The Cure,Lady Gaga,3120469,2017-08-18--2017-08-25,global,51PIvodunv6NmX5250zxAh
189,'Till I Collapse,Eminem,3115214,2017-08-18--2017-08-25,global,6yr8GiTHWvFfi4o6Q5ebdT
190,Loca (feat. Cali y El Dandee),Maite Perroni,3080556,2017-08-18--2017-08-25,global,05ZXXyeZFhZtA6DAP3Aw7x
191,Ni Tú Ni Yo (feat. Gente de Zona),Jennifer Lopez,3070023,2017-08-18--2017-08-25,global,5xMzazov0IHYllrc8U2K6F
192,No Vacancy,OneRepublic,3069148,2017-08-18--2017-08-25,global,6XOYVSmNDjKUNMXooU4s4z
193,Tunnel Vision,Kodak Black,3046322,2017-08-18--2017-08-25,global,4Q3N4Ct4zCuIHuZ65E3BD4
194,Wonderwall - Remastered,Oasis,3042168,2017-08-18--2017-08-25,global,5qqabIl2vWzo9ApSC317sa
195,Tired,Alan Walker,3040202,2017-08-18--2017-08-25,global,3b5Li4QKDVBx1x7fQuu54a
196,Mr. Brightside,The Killers,3027464,2017-08-18--2017-08-25,global,7oK9VyNzrYvRFo7nQEYkWN
197,Be Mine,Ofenbach,3019046,2017-08-18--2017-08-25,global,2KklXplRtxMsBYo474Es0w
198,Stressed Out,Twenty One Pilots,3017019,2017-08-18--2017-08-25,global,3CRDbSIZ4r5MsZ0YwxuEkn
199,Numb,Linkin Park,2976001,2017-08-18--2017-08-25,global,2nLtzopw4rPReszdYBJU6h
200,Imitadora,Romeo Santos,2964907,2017-08-18--2017-08-25,global,6r46lnXFbE9fr2d3KNaGbe
1,Look What You Made Me Do,Taylor Swift,44480002,2017-08-25--2017-09-01,global,6uFsE1JgZ20EXyU0JQZbUR
2,Mi Gente,J Balvin,31601477,2017-08-25--2017-09-01,global,2rb5MvYT7ZIxbKW5hfcHx8
3,Friends (with BloodPop®),Justin Bieber,24755990,2017-08-25--2017-09-01,global,7nZmah2llfvLDiUjm0kiyz
4,New Rules,Dua Lipa,23833281,2017-08-25--2017-09-01,global,2ekn2ttSfGqwhhate0LSR0
5,Unforgettable,French Montana,22480426,2017-08-25--2017-09-01,global,3B54sVLJ402zGa6Xm4YGNe
6,Feels,Calvin Harris,22221191,2017-08-25--2017-09-01,global,5bcTCxgc7xVfSaMV3RuVke
7,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,21402984,2017-08-25--2017-09-01,global,1OAh8uOEOvTDqkKFsKksCi
8,Despacito - Remix,Luis Fonsi,20256922,2017-08-25--2017-09-01,global,5CtI0qwDJkDQGwXD1H1cLb
9,Sorry Not Sorry,Demi Lovato,19294970,2017-08-25--2017-09-01,global,25C5CowdsfXld2jJanbiex
10,XO Tour Llif3,Lil Uzi Vert,18201699,2017-08-25--2017-09-01,global,7GX5flRQZVHRAGd6B4TmDO
11,Attention,Charlie Puth,18127934,2017-08-25--2017-09-01,global,4iLqG9SeJSnt0cSPICSjxv
12,Shape of You,Ed Sheeran,17960613,2017-08-25--2017-09-01,global,7qiZfU4dY1lWllzX7mPBI3
13,Havana,Camila Cabello,17395453,2017-08-25--2017-09-01,global,0ofbQMrRDsUaVKq2mGLEAb
14,2U (feat. Justin Bieber),David Guetta,17307002,2017-08-25--2017-09-01,global,3A7qX2QjDlPnazUsRk5y0M
15,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,17094543,2017-08-25--2017-09-01,global,7F9vK8hNFMml4GtHsaXui6
16,Strip That Down,Liam Payne,16856817,2017-08-25--2017-09-01,global,6EpRaXYhGOB3fj4V2uDkMJ
17,Thunder,Imagine Dragons,16783183,2017-08-25--2017-09-01,global,0tKcYR2II1VCQWT79i5NrW
18,More Than You Know,Axwell /\ Ingrosso,16459437,2017-08-25--2017-09-01,global,3PEgB3fkiojxms35ntsTgs
19,Silence,Marshmello,16265782,2017-08-25--2017-09-01,global,7vGuf3Y35N4wmASOKLUVVU
20,Mama,Jonas Blue,15928070,2017-08-25--2017-09-01,global,0NiXXAI876aGImAd6rTj8w
21,Glorious (feat. Skylar Grey),Macklemore,15007672,2017-08-25--2017-09-01,global,3HVr6jTVwBHBa2flM0eURR
22,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,14713837,2017-08-25--2017-09-01,global,3DXncPQOG4VBw3QHh3S817
23,There's Nothing Holdin' Me Back,Shawn Mendes,14685461,2017-08-25--2017-09-01,global,79cuOz3SPQTuFrp8WgftAu
24,Without You (feat. Sandro Cavazza),Avicii,14170963,2017-08-25--2017-09-01,global,6WbADFqMvR8N5u0BvtsWQE
25,Jocelyn Flores,XXXTENTACION,13967227,2017-08-25--2017-09-01,global,7m9OqQk4RVRkw9JJdeAw96
26,Bank Account,21 Savage,13557749,2017-08-25--2017-09-01,global,5eqK0tbzUPo2SoeZsov04s
27,Me Rehúso,Danny Ocean,13415822,2017-08-25--2017-09-01,global,6De0lHrwBfPfrhorm9q1Xl
28,HUMBLE.,Kendrick Lamar,13155026,2017-08-25--2017-09-01,global,7KXjTSCq5nL1LoYtL7XAwS
29,Young Dumb & Broke,Khalid,13134323,2017-08-25--2017-09-01,global,5Z3GHaZ6ec9bsiI5BenrbY
30,1-800-273-8255,Logic,12924794,2017-08-25--2017-09-01,global,5tz69p7tJuGPeMGwNTxYuV
31,I Like Me Better,Lauv,12434507,2017-08-25--2017-09-01,global,1wjzFQodRWrPcQ0AnYnvQ9
32,Felices los 4,Maluma,11712271,2017-08-25--2017-09-01,global,0qYTZCo5Bwh1nsUFGZP3zn
33,Congratulations,Post Malone,11377865,2017-08-25--2017-09-01,global,3a1lNhkSLSkpJE4MSHpDu9
34,Lonely Together (feat. Rita Ora),Avicii,11220443,2017-08-25--2017-09-01,global,2OALaHcDdKkjYEpAr0Qzab
35,Bodak Yellow,Cardi B,11129999,2017-08-25--2017-09-01,global,2771LMNxwf62FTAdpJMQfM
36,Your Song,Rita Ora,11068334,2017-08-25--2017-09-01,global,4c2W3VKsOFoIg2SFaO6DY5
37,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,10915481,2017-08-25--2017-09-01,global,6kex4EBAj0WHXDKZMEJaaF
38,Something Just Like This,The Chainsmokers,10813446,2017-08-25--2017-09-01,global,6RUKPb4LETWmmr3iAEQktW
39,Despacito (Featuring Daddy Yankee),Luis Fonsi,10546171,2017-08-25--2017-09-01,global,4aWmUDTfIPGksMNLV2rQP2
40,Fetish (feat. Gucci Mane),Selena Gomez,10438518,2017-08-25--2017-09-01,global,0XLOf9LhyazPX9Ld8jPiUq
41,Fuck Love (feat. Trippie Redd),XXXTENTACION,10302103,2017-08-25--2017-09-01,global,7AQim7LbvFVZJE3O8TYgf2
42,Slow Hands,Niall Horan,10173971,2017-08-25--2017-09-01,global,167NczpNbRF7oWakJaY3Hh
43,Believer,Imagine Dragons,10160868,2017-08-25--2017-09-01,global,0CcQNd8CINkwQfe1RDtGV6
44,There for You,Martin Garrix,10121331,2017-08-25--2017-09-01,global,6jA8HL9i4QGzsj6fjoxp8Y
45,What About Us,P!nk,9981951,2017-08-25--2017-09-01,global,31MkGwj0SWgZaTvEt5Hgxv
46,BUTTERFLY EFFECT,Travis Scott,9761999,2017-08-25--2017-09-01,global,1yxgsra98r3qAtxqiGZPiX
47,Una Lady Como Tú,Manuel Turizo,9655442,2017-08-25--2017-09-01,global,7MHN1aCFtLXjownGhvEQlF
48,Bonita,J Balvin,9542484,2017-08-25--2017-09-01,global,693iqPOQvhI7PobtR8CC8v
49,Rich Love (with Seeb),OneRepublic,9304763,2017-08-25--2017-09-01,global,7aF09WaavZAmAWuUeYxlYD
50,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,9135462,2017-08-25--2017-09-01,global,1NDxZ7cFAo481dtYWdrUnR
51,Escápate Conmigo,Wisin,9130836,2017-08-25--2017-09-01,global,2cnKEkpVUSV4wnjQiTWfH6
52,Everybody Dies In Their Nightmares,XXXTENTACION,8964126,2017-08-25--2017-09-01,global,3GVkPk8mqxz0itaAriG1L7
53,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,8911295,2017-08-25--2017-09-01,global,2eAZfqOm4EnOF9VvN50Tyc
54,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,8609820,2017-08-25--2017-09-01,global,3Ytr1SUCUi6J3L9dRFx5iH
55,Feel It Still,Portugal. The Man,8364355,2017-08-25--2017-09-01,global,6QgjcU0zLnzq5OrUoSZ3OK
56,Symphony (feat. Zara Larsson),Clean Bandit,8291099,2017-08-25--2017-09-01,global,1x5sYLZiu9r5E43kMlt9f8
57,Praying,Kesha,8187263,2017-08-25--2017-09-01,global,0jdny0dhgjUwoIp5GkqEaA
58,Location,Khalid,8032317,2017-08-25--2017-09-01,global,152lZdxL1OR0ZMW6KquMif
59,That's What I Like,Bruno Mars,7800764,2017-08-25--2017-09-01,global,0KKkJNfGyhkQ5aFogxQAPU
60,No Promises (feat. Demi Lovato),Cheat Codes,7700328,2017-08-25--2017-09-01,global,1louJpMmzEicAn7lzDalPW
61,Would You Ever,Skrillex,7671708,2017-08-25--2017-09-01,global,57p8CBvPOxrvyCbn6ttl5r
62,Stay (with Alessia Cara),Zedd,7501143,2017-08-25--2017-09-01,global,0dA2Mk56wEzDgegdC6R17g
63,Revenge,XXXTENTACION,7415782,2017-08-25--2017-09-01,global,5TXDeTFVRVY7Cvt0Dw4vWW
64,Ahora Dice,Chris Jeday,7228989,2017-08-25--2017-09-01,global,22eADXu8DfOAUEDw4vU8qy
65,Questions,Chris Brown,7209213,2017-08-25--2017-09-01,global,5XQMr19TL7Mfksq9zihbOu
66,Mayores,Becky G,7181439,2017-08-25--2017-09-01,global,7JNh1cfm0eXjqFVOzKLyau
67,Redbone,Childish Gambino,6800811,2017-08-25--2017-09-01,global,3kxfsdsCpFgN412fpnW85Y
68,Down,Fifth Harmony,6758833,2017-08-25--2017-09-01,global,20H2Hd5AkUcRjB4yL3UQtJ
69,It Ain't Me (with Selena Gomez),Kygo,6719180,2017-08-25--2017-09-01,global,3eR23VReFzcdmS7TYCrhCe
70,Mask Off,Future,6696158,2017-08-25--2017-09-01,global,3rOSwuTsUlJp0Pu0MkN8r8
71,Robarte un Beso,Carlos Vives,6643220,2017-08-25--2017-09-01,global,4z3GJkrtH97Bj6fRta983T
72,Galway Girl,Ed Sheeran,6566763,2017-08-25--2017-09-01,global,0afhq8XCExXpqazXczTSve
73,Tú Foto,Ozuna,6466640,2017-08-25--2017-09-01,global,5zSOVwaY3sVjnmLhuEfsuf
74,goosebumps,Travis Scott,6423498,2017-08-25--2017-09-01,global,6gBFPUFcJLzWGx4lenP6h2
75,Depression & Obsession,XXXTENTACION,6365715,2017-08-25--2017-09-01,global,2H3wWrnO758y0fPH7Ilerg
76,Hey DJ,CNCO,6313424,2017-08-25--2017-09-01,global,209gZgcfLq2aUuu51vOWBl
77,Instruction (feat. Demi Lovato & Stefflon Don),Jax Jones,6311713,2017-08-25--2017-09-01,global,0XfOi87h82i09rQjWYG0Bm
78,Love Galore (feat. Travis Scott),SZA,6309377,2017-08-25--2017-09-01,global,0q75NwOoFiARAVp4EXU4Bs
79,Krippy Kush,Farruko,6284292,2017-08-25--2017-09-01,global,3rgjBiAMVGnxmsTDmUy8vb
80,OK - Spotify Version,Robin Schulz,6273344,2017-08-25--2017-09-01,global,3bWAqKDWg6u1davspr5IkS
81,Say You Won't Let Go,James Arthur,6189063,2017-08-25--2017-09-01,global,5uCax9HTNlzGybIStD3vDh
82,Get Low (with Liam Payne),Zedd,6172018,2017-08-25--2017-09-01,global,1CKd1PnqfYx0H12V9MSaIY
83,Sauce It Up,Lil Uzi Vert,6157406,2017-08-25--2017-09-01,global,1uL78kFWxhz3umTMWJu8n5
84,Magnolia,Playboi Carti,6102000,2017-08-25--2017-09-01,global,1e1JKLEDKP7hEQzJfNAgPl
85,DNA.,Kendrick Lamar,6090066,2017-08-25--2017-09-01,global,6HZILIRieu8S0iqY8kIKhj
86,Signs,Drake,6067047,2017-08-25--2017-09-01,global,5EnYT6F7wEcdege6mDHEfO
87,Reggaetón Lento (Remix),CNCO,6045209,2017-08-25--2017-09-01,global,3zoYkqS4y2BsGVShPL2nTE
88,444+222,Lil Uzi Vert,5940470,2017-08-25--2017-09-01,global,1QgTBfRN5m81a5K01qens6
89,I Get The Bag (feat. Migos),Gucci Mane,5935414,2017-08-25--2017-09-01,global,1HTtUBEY3tuw2btgwwI2Ja
90,OMG,Camila Cabello,5932526,2017-08-25--2017-09-01,global,4xBjsLUSjcx2h7PcRikpQp
91,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,5929881,2017-08-25--2017-09-01,global,6SwRhMLwNqEi6alNPVG00n
92,Carry On,XXXTENTACION,5903372,2017-08-25--2017-09-01,global,2yZax79pOrYuyIFVW2cZY2
93,Crying in the Club,Camila Cabello,5896823,2017-08-25--2017-09-01,global,1SJtlNRJDeYHioymcvsqev
94,Save Me,XXXTENTACION,5817192,2017-08-25--2017-09-01,global,2UwbhMie1EAYuTZ0QXeMwl
95,Slide,Calvin Harris,5775465,2017-08-25--2017-09-01,global,7tr2za8SQg2CI8EDgrdtNl
96,Closer,The Chainsmokers,5731628,2017-08-25--2017-09-01,global,7BKLCZ1jbUBVqRi2FVlTVw
97,Bad Liar,Selena Gomez,5707486,2017-08-25--2017-09-01,global,1sCxVKWImDZSZKvG0U9B23
98,Malibu,Miley Cyrus,5651440,2017-08-25--2017-09-01,global,2habSXqcJGExM6JJyskY7O
99,Most Girls,Hailee Steinfeld,5567502,2017-08-25--2017-09-01,global,2mfUa8bLs2s5N4VaqJZ4lZ
100,Issues,Julia Michaels,5561860,2017-08-25--2017-09-01,global,0xG0SHshCStMEyNbNC5d4k
101,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,5528683,2017-08-25--2017-09-01,global,3NdDpSvN911VPGivFlV5d0
102,Swish Swish,Katy Perry,5481167,2017-08-25--2017-09-01,global,2kVHAQKVtczchKctctzbtK
103,X,Lil Uzi Vert,5437998,2017-08-25--2017-09-01,global,5tRmoZRoupvMYPV1oezFrH
104,SUBEME LA RADIO,Enrique Iglesias,5267351,2017-08-25--2017-09-01,global,7nKBxz47S9SD79N086fuhn
105,Passionfruit,Drake,5193051,2017-08-25--2017-09-01,global,7hDc8b7IXETo14hHIHdnhd
106,Perfect,Ed Sheeran,5164082,2017-08-25--2017-09-01,global,0tgVpDi06FyKpA1z0VMD4v
107,Báilame - Remix,Nacho,5104479,2017-08-25--2017-09-01,global,3VClLWqNn80Llv0PJOsKgr
108,La Rompe Corazones,Daddy Yankee,5078235,2017-08-25--2017-09-01,global,4okba5wu9mMLXx79DXLKi3
109,Slippery (feat. Gucci Mane),Migos,5042581,2017-08-25--2017-09-01,global,6p8NuHm8uCGnn2Dtbtf7zE
110,It's A Vibe,2 Chainz,4998859,2017-08-25--2017-09-01,global,6H0AwSQ20mo62jGlPGB8S6
111,Me Enamoré,Shakira,4923990,2017-08-25--2017-09-01,global,4qknM1pQz53QOyfDVTjcM9
112,Starboy,The Weeknd,4904634,2017-08-25--2017-09-01,global,5aAx2yezTd8zXrkmtKl66Z
113,Came Here for Love,Sigala,4888154,2017-08-25--2017-09-01,global,3kGfazcbVvVkuZunzlLgTD
114,Roll In Peace (feat. XXXTENTACION),Kodak Black,4869701,2017-08-25--2017-09-01,global,40oKW22ZNNkEdZLJTScaQI
115,One Dance,Drake,4869667,2017-08-25--2017-09-01,global,1xznGGDReH1oQq0xzbwXa3
116,Rake It Up,Yo Gotti,4789431,2017-08-25--2017-09-01,global,6c7D34787LOtPm8tzhsLgH
117,Bella y Sensual,Romeo Santos,4766041,2017-08-25--2017-09-01,global,0ERbK7qVqveCaBWIiYCrl3
118,Photograph,Ed Sheeran,4741391,2017-08-25--2017-09-01,global,6fxVffaTuwjgEk5h9QyRjy
119,Body Like A Back Road,Sam Hunt,4703618,2017-08-25--2017-09-01,global,7mldq42yDuxiUNn08nvzHO
120,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,4667831,2017-08-25--2017-09-01,global,5knuzwU65gJK7IF5yJsuaW
121,Orlando,XXXTENTACION,4648148,2017-08-25--2017-09-01,global,05bnEv2dpFzmGVLGdjD9UP
122,Scared to Be Lonely,Martin Garrix,4645118,2017-08-25--2017-09-01,global,3ebXMykcMXOcLeJ9xZ17XH
123,I Feel It Coming,The Weeknd,4639697,2017-08-25--2017-09-01,global,5GXAXm5YOmYT0kL5jHvYBt
124,El Amante,Nicky Jam,4581646,2017-08-25--2017-09-01,global,3umS4y3uQDkqekNjVpiRUs
125,First Time,Kygo,4570395,2017-08-25--2017-09-01,global,2Gl0FzuLxflY6nPifJp5Dr
126,He Like That,Fifth Harmony,4569816,2017-08-25--2017-09-01,global,0m2orA1i5lLZUOt9XLwSd0
127,Now Or Never,Halsey,4527723,2017-08-25--2017-09-01,global,7i2DJ88J7jQ8K7zqFX2fW8
128,Solo Dance,Martin Jensen,4523378,2017-08-25--2017-09-01,global,6HUnnBwYZqcED1eQztxMBN
129,Dead Inside (Interlude),XXXTENTACION,4496232,2017-08-25--2017-09-01,global,2vQwlW8H1jFveGNXwZfJCV
130,Sign of the Times,Harry Styles,4494434,2017-08-25--2017-09-01,global,5Ohxk2dO5COHF1krpoPigN
131,Castle on the Hill,Ed Sheeran,4455570,2017-08-25--2017-09-01,global,6PCUP3dWmTjcTtXY02oFdT
132,Summer Air,ItaloBrothers,4450067,2017-08-25--2017-09-01,global,3GPI7hYiqD6enLRobhkBm8
133,UnFazed (feat. The Weeknd),Lil Uzi Vert,4443320,2017-08-25--2017-09-01,global,5O8x1YlmLQopQHErxtDfi9
134,Sigo Extrañándote,J Balvin,4405982,2017-08-25--2017-09-01,global,6qDF4wWL49CAVbgT7yuHl8
135,Sua cara (feat. Anitta & Pabllo Vittar),Major Lazer,4385261,2017-08-25--2017-09-01,global,3ibRxEv4KkcU9e259eyNJA
136,Otra vez (feat. J Balvin),Zion & Lennox,4385166,2017-08-25--2017-09-01,global,3QwBODjSEzelZyVjxPOHdq
137,Two®,Lil Uzi Vert,4364462,2017-08-25--2017-09-01,global,65kp3OFn7JXbCvkm3m2Ui2
138,LOVE. FEAT. ZACARI.,Kendrick Lamar,4317226,2017-08-25--2017-09-01,global,6PGoSes0D9eUDeeAafB2As
139,Super Far,LANY,4298680,2017-08-25--2017-09-01,global,74ODGXs4byLTRdnKGM4s6E
140,iSpy (feat. Lil Yachty),KYLE,4290872,2017-08-25--2017-09-01,global,2EEeOnHehOozLq4aS0n6SL
141,El Farsante,Ozuna,4290638,2017-08-25--2017-09-01,global,5EId1m4DNwTf3at31w8bPJ
142,All My Love (feat. Conor Maynard),Cash Cash,4254153,2017-08-25--2017-09-01,global,1839RWzPRZCVgvamu4sHSN
143,do re mi (feat. Gucci Mane),blackbear,4240473,2017-08-25--2017-09-01,global,53mrVsi49rLHIaKBiSvElG
144,Perplexing Pegasus,Rae Sremmurd,4218388,2017-08-25--2017-09-01,global,2nYwV62UABTH0NanrwVIdQ
145,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel AA,4205494,2017-08-25--2017-09-01,global,5q2JbCNi4FcnglgPfxcV65
146,Tell Me You Love Me,Demi Lovato,4189111,2017-08-25--2017-09-01,global,65MOTX6uSFAnqXl7dlAuId
147,Bad and Boujee (feat. Lil Uzi Vert),Migos,4168937,2017-08-25--2017-09-01,global,4Km5HrUvYTaSUfiSGPJeQR
148,Si Tú La Ves (feat. Wisin),Nicky Jam,4139594,2017-08-25--2017-09-01,global,4yN6xPLopmTLvc27pO9LIE
149,Chantaje (feat. Maluma),Shakira,4130908,2017-08-25--2017-09-01,global,6mICuAdrwEjh6Y6lroV2Kg
150,Se Preparó,Ozuna,4128852,2017-08-25--2017-09-01,global,1m69ELEgE6k5ZWsap40ozt
151,Look At Me!,XXXTENTACION,4088884,2017-08-25--2017-09-01,global,4ARPvK8DHLwt4oX65ZAFMw
152,Paris,The Chainsmokers,4050644,2017-08-25--2017-09-01,global,72jbDTw1piOOj770jWNeaG
153,We Don't Talk Anymore,Charlie Puth,4049665,2017-08-25--2017-09-01,global,68EMU2RD1ECNeOeJ5qAXCV
154,Treat You Better,Shawn Mendes,4007332,2017-08-25--2017-09-01,global,4Hf7WnR761jpxPr5D46Bcd
155,For Real,Lil Uzi Vert,3996651,2017-08-25--2017-09-01,global,3tcoEYOZUHKB3RKNByIN13
156,Thinking out Loud,Ed Sheeran,3993438,2017-08-25--2017-09-01,global,1Slwb6dOYkBlWal1PGtnNg
157,Let Me Love You,DJ Snake,3988968,2017-08-25--2017-09-01,global,4pdPtRcBmOSQDlJ3Fk945m
158,Marmalade (feat. Lil Yachty),Macklemore,3988826,2017-08-25--2017-09-01,global,0RYXEibxMami3QuT8kn4Iz
159,Don't Let Me Down,The Chainsmokers,3951672,2017-08-25--2017-09-01,global,0QsvXIfqM0zZoerQfsI9lm
160,Neon Guts (feat. Pharrell Williams),Lil Uzi Vert,3946801,2017-08-25--2017-09-01,global,1MJErNPIQUoEMu4YUUmecm
161,Loco Enamorado,Abraham Mateo,3940374,2017-08-25--2017-09-01,global,4N1c5rmWOzRmB9SMacr5wB
162,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,3911873,2017-08-25--2017-09-01,global,6Q2FftbUG530lCtBI74bMH
163,Besándote,Piso 21,3897570,2017-08-25--2017-09-01,global,13X0XdLMOdtbXVtAj2ox4h
